"","AI2_1_D","AI2_1_M","AI2_2_D","AI2_2_M","AI2_3_D","AI2_3_M","AI2_7_D","AI2_7_M","AI2_9_D","AI2_9_M","AI2_12_D","AI2_12_M","AI4_1_D","AI4_1_M","AI4_5_D","AI4_5_M","AI4_6_D","AI4_6_M","AI4_7_D","AI4_7_M","AI4_8_D","AI4_8_M","AI4_9_D","AI4_9_M","AI4_10_D","AI4_10_M","AI6_2_D","AI6_2_M","AI6_4_D","AI6_4_M","AI6_5_D","AI6_5_M","AI6_6_D","AI6_6_M","AI6_10_D","AI6_10_M","AI6_11_D","AI6_11_M","AI6_12_D","AI6_12_M","AI7_1_D","AI7_1_M","AI7_2_D","AI7_2_M","AI7_3_D","AI7_3_M","AI7_4_D","AI7_4_M","AI7_5_D","AI7_5_M","AI7_10_D","AI7_10_M","AI7_11_D","AI7_11_M"
"ASV_326",0,0,0.000973330737784699,0.000613826440573928,0.00237298796351888,0.00159688288460924,0.000183306055646481,0,0.000861936278282284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171939477303989,0,0.0104277855324739,0,0.00718218148282704,0.000441265270100794,0.0034392196098049,0.000812347684809098,0.00560470610032887,0.00523365479131798,0.000478831650772116,0,0.0092198343782479,0.00341207777578241,0.00573165436387321,0.000255289274659348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_278",0.00255145432896751,0.000125849484017116,0.00994187825022943,0.010179288472851,0.0162964233639249,0.019865223084539,0.00383633387888707,0,0.0124980760350931,0.0156434640706769,0.0189054726368159,0.000511155210776355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000493844832522187,0,0,0,0.000287338372165657,0,0,0,0,0
"ASV_899",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704305442729,0,0,0.000585823081429408,0,0.00171692121239325,0,0.000606197066006201,0,0,0,0.00304332874828061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129899371287043,0,0,0,0.00128954607977992,0,0,0,0,0,0,0,0,0,0,0,0.000142488349482013,0,0,0,0,0,0,0,0.000493844832522187,0,0,0,0.000174901617839965,0,0,0,3.97541207630803e-05,0
"ASV_653",0,0,0,0,0,0,0.00217348608837971,0,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131373675999672,0,0,0,0.0110680340170085,0.00307707456367083,0,0,0,0,0,0,0,0,0,0,0,0,0.00513169195533925,0.0008870116156283,0,0,0,0,0,0,0,0
"ASV_925",0,0,0,0.000485945932121026,0,0,0,0,0,0.00101288616284959,0,0,0.0101569713758079,0,0,0.000177734690580061,0.000382058531367005,0.000946693853772211,0.00125683121430094,0,0.00048495765280496,0.00016923337282112,0,0.0007690828686791,0.00221801925722146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114617559410102,0,0,0,0.00036371823960372,0,0,0,0.00015474552957359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255289274659348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1772",0,0,0,0,0,0,0.00336497545008183,0.00579896907216495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274845399462802,0,0,0,0,0
"ASV_70",0,0.00127107978857287,0.000792569315053255,0.00393871966034937,0.000914886925694027,0.00198013477691546,0.00250081833060556,0,0.00058488533169155,0.00202577232569917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168112053149272,0.000354991707160939,0,0,0.0120168909247066,0,0.00350181419289511,0.00207504219768648,0,0,0,0,0,0
"ASV_1140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320223335249199,0,0.00103401056367549,0,0,0.000467715333677966,0.000752698133308629,0,0,0,0.000980655111140913,0.000604052046430379,0.00104211897524967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113765642775882,0,0,0,6.73302436232648e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000472589792060492,0.00621337879253649,0.000719959124901296,0.000750375187593797,0.000664648105752899,0.00626476446338413,0.00175340718896947,0,0,0.0063197773829081,0.00280802572935203,0.00382110290924881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_53",0,0,0,0,0,0,0,0,0,0,0,0,0.0642395462340061,0,0,0,0.0731769440411604,0.0318598893096417,0.0998283078787607,0.109032501889645,0.175511370524967,0.078620989773469,0.108467243510507,0.0197558161891944,0.140130674002751,0.263635633384208,0,0,1.86308209671259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14715144574864e-05,0,0,0,0,0,0,0,3.97541207630803e-05,0
"ASV_1861",0,0,0.000152951973080453,0,0.00017154129856763,0.000223563603845294,0.000196399345335516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000656868379998358,0,0.000484401345145274,0,0,0,0.000312659224605123,0.000823570043303844,0,0,0.00112314346062293,0.000261211695753677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2547",0,0,0,0,0,0,0.00133551554828151,0,0,0.00151932924427438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_232",0,0,0,0,0,0,0.0723273322422259,0.029639175257732,0,0,0,0.000330747489325876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_455",0.000793785791234337,0,0.00244723156928724,0.00222512084708049,0.00408840094919519,0.00191625946153109,0.000772504091653028,0,0.00230875788825612,0,0,0.000150339767875398,0,0,0,0,0,0,0,0,0,0,0,0,0.00132393397524072,0,0.00570654405123573,0,0.00353985598375392,0.00113799990710205,0.00150075037518759,0,0.00120431701329381,0,0,0,0.00227143192409562,0.00107749824498392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126019772648211,0,0.000329078407260509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_337",0,0,0,0,0,0,0.000392798690671031,0.00644329896907216,0,0,0,0.000240543628600637,0,0,0,0,0,0,0,0,0,0,0,0,1.71939477303989e-05,0,0.000205271368749487,0,0.00178855881284409,0,0.0433341670835418,0.0108066858676119,0,0,0,0,0,0,0,0,4.8493861485367e-05,4.65562894637297e-05,0,0,0.00203263670197538,9.85568461809222e-05,0,0,0.000199887563245674,0,0,0,4.96926509538504e-06,0
"ASV_2098",0,0,0,0,0,0,0,0,0,0,0,0,0.00131908719166337,0,0,0.000242365487154629,0.000216499834441303,0,0,0,0.00018185911980186,0.000265938157290332,0,0.00557585079792348,0.00326685006877579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1527",0,0,0.0012792346839456,0.00271106677920151,0.00105783800783372,0.00284245153460445,0.000497545008183306,0,0.00203170694166538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171772115659891,0,0,0,0,0,0,0,0,0
"ASV_627",0.00119067868685151,0,0.00269751661614617,0.00601038389728638,0.00397404008348343,0.00517390054613395,0.00111292962356792,0,0.00258580883484685,0,0,0,0.00831024930747922,0,0,0,0.000560352512671608,0.000764637343431401,0,0,0,0,0,0,0,0,0,0,0.00122963418383031,0,0.000375187593796898,0,0.000845337903561999,0.000478201960628039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1680",0,0,0,2.55761016905803e-05,0,0,0,0,0,0,0,0,0.00896979290331091,0,0,0,0,0.000691814739295077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367569838269271,0,0,0,0.000640031509243532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2043",0,0,0.000236380322033427,0,0.00148669125425279,0.000574877838459327,0,0,0.000892719716792366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216304556815997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1961",0,0,0.0035596095553269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210952662222597,0,0,0,0,0,0,0
"ASV_577",0,0,0,0,0,0,0.00217348608837971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540293808046652,0.000371591806400669,0.0144447223611806,0.00211702729980553,0,0,0,0,7.5435008549301e-05,8.16286549230242e-05,0,0,1.61646204951223e-05,1.16390723659324e-05,0,0,0.00105926137990266,0.000197113692361844,0,0,3.74789181085639e-05,2.1512315800796e-05,0,0,0,0
"ASV_415",0,0,0.000500570093717845,0,0,0,0,0,0,0,0,0,0.00567207492415249,0,0,0,0,0,0.000280542681763604,0,0,0,0,0,0.00352475928473177,0,0,0,9.31541048356296e-05,0,0,0,8.10597989716985e-05,0,0,0,0.000134106681865424,6.53029239384193e-05,0,0,0,0,0,0,0.000164614944174062,0,0,0,0,0,6.68574332094242e-05,0,0,0
"ASV_1353",0,0,0.00114018743569065,0,0,0,0,0,0.000800369401262121,0,0,0,0,0,0,0,0,0,6.73302436232648e-05,0,0,0,0,0,0,0,0,0,0.000214254441121948,0,0,0,0.000162119597943397,0.000637602614170718,0,0,0.000176015019948369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2426",0,0,0.000667426791623794,0.000434793728739865,0.00128655973925723,0.000798441442304621,0,0,0.000153917192550408,0.00106915761634123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149046567737007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1021",0.000453591880705335,0.000113264535615404,0.00179370950248895,0.00166244660988772,0.000314492380707322,0.00182044648845454,0.00181996726677578,0,0.00261659227335693,0.00286984412807383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44145433724592e-05,0,0,0,0,0,0,0,0,0
"ASV_9",0,0,0,0,0,0,0,0,0,0,0,0,0.0085740667458119,0,0,0,0.0306920353531494,0.0187518205651034,0.0437871017696632,0.0302343159486017,0.0627500562897276,0.0368928752750042,0.0285846724351051,0.0111036339165545,0.0253266850068776,0.0775162663667764,0.01198784793497,0.00357067842890149,0.0209689889985002,0.0145849784012263,0,0,0.00312659224605123,0.00257697723227332,0.0118909859941742,0,0.0439115566433098,0.0608296736486376,0.0447242726877985,0.0386125027922264,0.00750846621998432,0.00132103471353333,0,0,0.00645576868021758,0,0,0,0,0,0,0,0.0145748545247643,0.0176478120670989
"ASV_120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302986096304692,0,0,0,0,0,0.000429848693259972,0,0.00755398636998111,0.000577609745851712,0.0455803034960736,0.00218310186260393,0.0113181590795398,0.00150161238707136,0.0617559868451526,0.0200579155707872,0,0.00211148648648649,0.00980655111140913,0.00475078771652001,0.0164133738601824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_167",0,0,0.000820378764704247,0.00301797999948848,0.000628984761414644,0,0,0,0.000492535016161305,0.000956614709357943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378266850068776,0,0.00426964446998933,0,0.00721944312476129,0.00090575502810163,0.00168834417208604,0,0.00653110380286257,0.00366621503148163,0,0,0.00316827035907064,0.0010285210520301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3827",0,0,0,0,0,0,0,0,0,0,0,0,0.00158290462999604,0,0,0,0.000152823412546802,0,0,0,0.000103919497029634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062813038837343,0.000367569838269271,0.0022636447475058,0,0,0.000492331930187332,0.00211913474454583,0,0,0,0.0086079726422369,0.00351003216169004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_990",0.000396892895617168,0,0.000875997664006229,0.00248088186398629,0.00180118363496012,0.00182044648845454,0.00170212765957447,0.00257731958762887,0.000338617823610897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428508882243896,0,0.000562781390695348,0,0.000428458937421835,0.000345368082675806,0,0,0.000645388406477353,0,0,0,0,0,0,0,0,0,0,0,2.49859454057093e-05,0,0,0,0,0
"ASV_1459",0,0,0.00278094496509914,0.00076728305071741,0.00154387168710867,0.00198013477691546,0,0,0.00110820378636294,0.00377018738394013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186308209671259,0,0,0,0.000254759368196767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_283",0.00153087259738051,0,0.0254734558803081,0.0050640681347349,0.0077479486519713,0.00677078343074319,0.00333878887070376,0,0.0175465599507465,0.00742783186089697,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078003120124805,0,0.000605501681431592,0.000301918342700543,0,0,0.00123905692713882,0.00103610424802742,0,0,0.000259831696114259,0.000391817543630516,0,0,0.000153563894703662,0,0,0,0.00130260521042084,4.22386483632524e-05,0.000253143194667117,7.74269476748688e-05,0.00053719782622275,0,6.68574332094242e-05,0,6.95697113353906e-05,2.3282073967149e-05
"ASV_1207",0,0,0.00187713785144192,0.00117650067776669,0,0.000830379099996806,0.00092962356792144,0,0.0023395413267662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001601116676246,0,0.000400562650793207,0.000162571415300293,0,0.000320015754621766,0.000138959655380055,0,0,0,0.000804640091192544,0.000212234502799863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1637",0,0,0,0,0,0,0,0,0,0,0,0,0.00567207492415249,0,0,0,0.000980616897175314,0.00109233906204486,0.00116705755613659,0.00302343159486017,0.000225158910230874,0,0,0,0.00242434662998624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1338",0.000226795940352668,0,0,0,0,0,0.00696563011456628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_217",0,0.000289453813239366,0,0,0,0,0.00412438625204583,0,0,0,0.0208955223880597,0.000631427025076673,0,0,0.00881683731513083,0.000484730974309258,0.000776852347112911,0,0.000796741216208634,0,0.00166271195247415,0,0.00571693448702101,0,0.00636176066024759,0,0,0,0.00165814306607421,0,0.0841670835417709,0.0150161238707136,0,0,0,0,0.000310121701813793,0.000342840350676702,0,0,0.000476856304606109,9.31125789274595e-05,0.000759727819250842,0,0.0123819066704838,0.00114044350580781,0.000843810648890389,0.00131625811047277,0.00159910050596539,0.000559320210820695,0.000267429732837697,0,0.000154047217956936,0
"ASV_358",0.000396892895617168,0,0.00139047248254957,0.00491061152459142,0.014380878863253,0.015553639296094,0.00306382978723404,0.00515463917525773,0.00218562413421579,0.0027010297675989,0.00298507462686567,0.000481087257201275,0,0,0,0,0,0,0,0,0,0,0,0,0.000326685006877579,0,0.00106741111749733,0,0.00188171291767972,0.00025546936690046,0.000500250125062531,0.000418482140659232,0.00225809439992589,0.0023378762519593,0,0,0.00119019680155564,0.000440794736584331,0,0,2.42469307426835e-05,0,0,0,0.00047953048955053,0,0,0,0.00016240864513711,0,0,0,0,0
"ASV_391",0,0,0.000764759865402264,0,0.000943477142121966,0.000798441442304621,0.000157119476268412,0,0,0.000562714534916437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137551581843191,0,0.00853928893997865,0.00236294896030246,0.00540293808046652,0.0025546936690046,0.00293896948474237,0.000713881298771632,0.00280235305016444,0.00260354400786377,0,0,0.00578335065544641,0.00416306140107423,0.00911854103343465,0.00127644637329674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_666",0,0,0.000431046469590367,0.00432236118570807,0.000600394544986706,0,0,0,0,0,0,0,0,0,0,0,0.000802322915870711,0,0.00343384242478651,0,0.00118641425775499,0,0,0,0.00170220082530949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1581",0,0,0.00104285436191218,0.00186705542341236,0.00228721731423507,0.00364089297690907,0.000379705400981997,0,0.000523318454671387,0.00123797197681616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_967",0,0,0.00133485358324759,0.00345277372822834,0.00251593904565858,0.0027466385615279,0.000549918166939444,0,0.00156995536401416,0.00140678633729109,0,0,0,0,0.000568828213879408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01002004008016e-05,0,0,0,0,0,0,0,0,0
"ASV_430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119057393874702,0,0.00404288814986632,0.00301918342700543,0.000625312656328164,0.000123082982546833,0.0174857566353235,0.00247071012991153,0,0,0.00041908338082945,0.000130605847876839,0.00590534085974815,0.000478667389986278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_288",0,0,0.000875997664006229,0.00132995728791018,0.000285902164279384,0,0,0,0.000307834385100816,0,0,0,0,0,0,0,0.000331117393851405,0,0.00350117266840977,0,0.00165405199438835,0,0,0,0.00257909215955983,0,0,0,0.0010060643322248,0,0,0.000369248947640499,0.000451618879985178,0,0,0,0.000108961679015657,0,0,0,0.000177810825446346,0,0.000429411376098302,0,0.00385771543086172,0,0.000168762129778078,0,0.00119932537947405,0,0,0,0.000109323832098471,0
"ASV_3642",0.000170096955264501,0,0.000180761422731444,0.000179032711834062,0,0,0.00020949263502455,0.0115979381443299,0,0.00174441505824095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2541",0,0,0.000264189771684418,0.00127880508452902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_698",0.000453591880705335,0,0.00223866069690481,0.00319701271132254,0.0013437401721131,0.00293826450768101,0.0037708674304419,0.014819587628866,0.00397106356780052,0.009791232907546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52595389438315e-05,0,0,0.00115362430301865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013739927420854,8.72930427444933e-05,0,0,0.000257658173489837,0,0.000126571597333558,0,9.99437816228371e-05,0,0,0,0,0
"ASV_1188",0.000566989850881669,0,0.000556188993019828,0.00132995728791018,0.000543214112130829,0.000351314234614033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_7571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105748894443376,0.000429848693259972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_559",0.00164427056755684,0,0.00959426012959204,0.00173917491495946,0.00391685965062756,0.00156494522691706,0.000366612111292962,0,0.0100661843927967,0.00286984412807383,0.0139303482587065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1811",0,0,2.78094496509914e-05,0,0,0,0,0,0,0,0,0,0.00342962669832476,0,0,0,0.000496676090777107,0,0.000819184630749722,0,0.000190519077887663,0,0,0.000480676792924438,0.00171939477303989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586888061837962,0,0,0,0,0,0.000147086353060733,0,0,0
"ASV_1004",0,0,0.000180761422731444,0.000383641525358705,0,0,0,0,0,0.00135051488379945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435832808233564,0,0,0,0.00150161238707136,0,0.000850136818894291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997689561016593,0,0,0,0.00137852940452453,0,0.000292234531494912,0,0.00147804054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_804",0,8.80946388119809e-05,0.00173809060318696,0.00079285915240799,0.00105783800783372,0.00134138162307176,0.000693944353518822,0,0.00526396798522395,0.00680884587248889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_259",0,0,0.0045190355682861,0.0067520908463132,0.00360236726992023,0.0021078854076842,0.00102127659574468,0,0,0,0,0,0,0,0,0,0.00185935151931943,0,0.00815818118568559,0.00340136054421769,0.00129899371287043,0.000145057176703817,0,0.000336473755047106,0.00766850068775791,0,0.0124394449462189,0,0.00698655786267222,0,0.00312656328164082,0.0013292962115058,0.00473620825420353,0.00334741372439627,0,0,0.00460153552150736,0.00104484678301471,0,0,0,0,0,0,0.000558259375894646,0,0,0.000340678569769423,0.000237366481354238,0,0.000153772096381676,0,0,0
"ASV_761",0,0.000100679587213692,0.00278094496509914,0.00115092457607611,0.00180118363496012,0.00124556864999521,0.000968903436988543,0.00644329896907216,0.00120055410189318,0.000900343255866299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431069874373922,0.000315059861373661,0.00228227556847292,0.000464489758000836,0,0,0.000532678678956876,0,0,0,0.00364602541321621,0.00097954385907629,0.00130264871906209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246325642499384,0,0,0,0,0.00194471112423996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_230",0.00334524012020185,0,0.0190633777357546,0.00930970101537124,0.0090916888240844,0.0117849956884162,0.00337806873977087,0,0.0222256426042789,0.00844071802374655,0.0318407960199005,0.00171387335377954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000652078733849407,0,0,0,0,0.00127520522834144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2143",0,0,0.00125142523429461,0.00076728305071741,0.000972067358549904,0.000798441442304621,0,0,0.000923503155302447,0,0,0.000841902700102231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13",0,0,0.00101504491226119,0.000409217627049285,0.000600394544986706,0,0,0,0.00197014006464522,0,0,0,0,0,0,0,0,0,0,0,0.000865995808580286,0,0,0,0,0,0,0,0.000353985598375392,0.000162571415300293,0,0,0.00047477882254852,0,0,0,0.000804640091192544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_133",0,0,0,0,0,0,0.0058657937806874,0,0,0,0,0.00153346563232906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221693078249446,0,0.00214254441121948,0,0.0851050525262631,0.0218103045072988,0.000602158506646904,0,0,0,0,0,0,0,0,0.000226961911135682,0,0.000751248398073269,0.0103635843114801,0.00099964801126364,0,0,0,0.00144132515865333,0,0,0,0
"ASV_1081",0,0,0.00180761422731444,0.00391314355865879,0.00128655973925723,0.000670690811535882,0.00115220949263502,0,0.00283207634292751,0.00253221540712397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_949",0,0,0.00019466614755694,0,0,0,0,0,0.000461751577651224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648657525248378,0,0.00281325396603601,0.000418040782200752,0.00156328164082041,0.000369248947640499,0.00115799712816712,0.0015408729842459,0,0,0.000595098400777819,0.00050609766052275,0.00460269214068606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_373",0,0,0.000681331516449289,0.00127880508452902,0.00117219887354547,0.00114975567691865,0.000523731587561375,0,0.000892719716792366,0.00168814360474931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853242320819113,0,0,0,0,0,0,0,0,0,0.00140990371389271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853242320819113,0,0,0,0.00354605949749195,0,0.000554237317491383,0,0,0.000336473755047106,0.00388583218707015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98344341955946e-05,0,0,0.000114514743773261,0,0.000379714792000675,0,0,0,0,0,0,0
