"","AI2_1_D","AI2_1_M","AI2_2_D","AI2_2_M","AI2_3_D","AI2_3_M","AI2_7_D","AI2_7_M","AI2_9_D","AI2_9_M","AI2_12_D","AI2_12_M","AI4_1_D","AI4_1_M","AI4_5_D","AI4_5_M","AI4_6_D","AI4_6_M","AI4_7_D","AI4_7_M","AI4_8_D","AI4_8_M","AI4_9_D","AI4_9_M","AI4_10_D","AI4_10_M","AI6_2_D","AI6_2_M","AI6_4_D","AI6_4_M","AI6_5_D","AI6_5_M","AI6_6_D","AI6_6_M","AI6_10_D","AI6_10_M","AI6_11_D","AI6_11_M","AI6_12_D","AI6_12_M","AI7_1_D","AI7_1_M","AI7_2_D","AI7_2_M","AI7_3_D","AI7_3_M","AI7_4_D","AI7_4_M","AI7_5_D","AI7_5_M","AI7_10_D","AI7_10_M","AI7_11_D","AI7_11_M"
"ASV_2902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188849659249528,0,0,0,0,0,0,0,0,0,0.00103932678445704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_773",0.000283494925440835,0,0.00136266303289858,0.0015601422031254,0.00185836406781599,0.00127750630768739,0.000746317512274959,0,0.000461751577651224,0.00264475831410725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000652078733849407,0,0,0,0.000312659224605123,0.000876703594484737,0,0,0.000276595031347437,0.000244885964769073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_827",0,0,0.000820378764704247,0.00081843525409857,0.000943477142121966,0.000479064865382773,0.000811783960720131,0,0.000861936278282284,0.00258848686061561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188849659249528,0,0.00115511089996181,0.00025546936690046,0.0011255627813907,0,0.000914817731252027,0.000504768736218485,0,0,0.00214570690984678,0.000669354970368798,0.00121580547112462,0,0,0,0.00102398097377287,0,0.000651302605210421,0,0,0.000108397726744816,0.000499718908114186,0,0,0,0,0
"ASV_1774",0,0,0.0051725576350844,0,0,0.000223563603845294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2416",0,0,0.000834283489529742,0,0.000285902164279384,0,0.000353518821603928,0,0.00243189164229644,0.0039952731979067,0,0.000300679535750797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_928",0.001020581731587,0,0.00293389693817959,0.00122765288114786,0.00117219887354547,0.00121363099230302,0,0,0.00135447129444359,0.0030949299420404,0,0,0,0,0,4.84730974309258e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000204939030638385,0.000278693854800502,0.000937968984492246,0.000369248947640499,0.000324239195886794,0.000876703594484737,0,0,0.000343648372280149,0.000195908771815258,0,0,0.000323292409902446,0,0.000891854396511858,0,0.00114514743773261,0.000154875043998592,0,0,0.000237366481354238,0,0,0,0,0
"ASV_420",0.00147417361229234,7.55096904102693e-05,0.0216079423788203,0.00562674237192767,0.00637561826343025,0.00143719459614832,0.00281505728314239,0.00128865979381443,0.0295213175311682,0.00950987564008778,0.017910447761194,0.00102231042155271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_411",0,0,0,0.00081843525409857,0.000714755410698459,0,0,0,0,0,0,0,0,0,0.000853242320819113,0,0,0,0.000403981461739589,0,0,0,0,0,0.00113480055020633,0,0,0,0.000260831493539763,0.00104510195550188,0.000312656328164082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286286859433152,0,0,0,0,0,0,0,0,0
"ASV_135",0.0072007711061972,0,0.0282126866709308,0.057162587278447,0.0439717528661692,0.0574877838459327,0.0310703764320786,0.0554123711340206,0.0418654763737109,0.0460300489561645,0.0567164179104478,0.00748692044019484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238114787749405,0.000892669607225373,0,0,0,0.00622799891686975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1434",0.03124114078358,0.00249181978353889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2113",0,0,0.000236380322033427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112875036411302,0,0.0164399092970522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1006",0,0,0,0.00079285915240799,0.000686165194270521,0.000574877838459327,0.000641571194762684,0,0.000800369401262121,0.0021945866861741,0,0,0,0,0,0,0.000929675759659713,0,0.00187402511418087,0,0.000788056185808061,0,0,0.00269179004037685,0.00538170563961486,0,0,0,0.000139731157253444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232885262089074,0,0,0,8.10597989716985e-05,0.000265667755904466,0,0,0.00120696013678882,0.000293863157722887,0,0.00044675623065386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2842",0,0,0,0,0,0,0,0.00451030927835052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000862139748747845,0,0,0,0,0,0.000162119597943397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73199161716057e-05,0,0,0,0,0,0.0015600624024961,0,0.0002515160830562,0,0,0,5.78998564083561e-05,0,0,0,0.000377175042746505,9.7954385907629e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2564",0,0,0.000222475597207931,0.000588250338883347,0,0.000511002523074958,0.000170212765957447,0,0.00126212097891334,0.000731528895391368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2540",0,0,0.000333713395811897,0.00127880508452902,0.000228721731423507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172427949749569,0,0.000549609218530214,0,0,0,0.000301079253323452,0.000371934858266252,0,0,0.000645388406477353,0.000244885964769073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419193471760333,0.0085001625714153,0,0,0,0,0.00430948485694904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1572",0,0,0.000236380322033427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145882194517074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_588",0.000283494925440835,7.55096904102693e-05,0.00248894574376373,0.000741706949026829,0.0028304314263659,0.00217176072306857,0.000746317512274959,0,0.000646452208711713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521389276623696,0.000315059861373661,0.00147183485640295,0,0.00287643821910955,0.000516948526696699,0.000845337903561999,0,0,0,0.00366278874844939,0.00111014970695313,0,0,0,0,0,0,0,0,0.000126571597333558,0,0,0,0,0,0,0
"ASV_860",0,0.00016360432922225,0.00264189771684418,0.00278779508427326,0.00211567601566744,0.00188432180383891,0.00132242225859247,0.00837628865979381,0.00403263044482069,0.0030949299420404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1112",0,6.29247420085578e-05,0.00154342445563002,0.0016880227115783,0,0.00159688288460924,0,0,0.00104663690934277,0.00472680209329807,0,0,0,0,0,0,0,0,0,0,0.000320418449174706,0,0,0,0.000206327372764787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2383",0,0,0.000542284268194332,0.000409217627049285,0.00034308259713526,0,0,0,0.000554101893181468,0.00135051488379945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_870",0,0,0,0.000332489321977544,0,0,0,0,0,0,0,0,0.00527634876665348,0,0,0,0,0,0.00214334608867393,0,0.000493617610890763,0,0,0.00038454143433955,0.000894085281980743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307758373890638,0,0,0,0,0,0,0,0,0
"ASV_1863",0,6.29247420085578e-05,0,0,0,0,0,0,0,0,0,0.000240543628600637,0,0,0,0,0,0.00018205651034081,0,0.00283446712018141,0,0,0,0,0,0,0,0,0,0,0.000250125062531266,0.000443098737168599,0,0,0,0,0.00025145002849767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3230",0,0.000113264535615404,0.00112628271086515,0,0.000142951082139692,0,0,0,0.000738802524241958,0.00196950087220753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1929",0,0,0.000347618120637393,0.00565231847361825,0,0,0,0,0,0.00140678633729109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197244084460406,0.0860399067870667,0.000302986096304692,0,0.00736962433101824,0.000314290549524938,0.000927070457354759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_81",0,0,0,0.00115092457607611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000721015189386656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_155",0,0.000553737729675308,0,0,0,0,0.0204124386252046,0,0,0,0.0318407960199005,0.00640447411149197,0,0,0,0,0,0,0,0,0,0,0,0,0.00122077028885832,0,0,0.000892669607225373,0.00225432933702224,0,0.0784142071035518,0.0150161238707136,0,0,0,0,0.00326885037046971,0.000995869590060895,0,0,0.00143056891381833,0.00112899001949545,0.0033031644315254,0,0.0308617234468938,0.00625131995776135,0.000886001181334908,0.00275639933722533,0.00289836966706228,0.0102613746369797,0.000100286149814136,0,4.96926509538504e-05,0
"ASV_3623",0.000113397970176334,0,0.000139047248254957,0,0.000228721731423507,0.000223563603845294,1.30932896890344e-05,0,0,0,0.0109452736318408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2213",0,0,0,0,0,0,0,0,0,0,0,0,0.00329771797915842,0,0,0,0,0,0.000168325609058162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458058975093043,0,0,0,0,0,0,0,0,0
"ASV_1682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185935151931943,0,0.000381538047198501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2822",0,0,0,0,0,0,0,0,0,0,0,0,0.00303390054082575,0,0,0,0.000522146659534907,0,0.000605972192609384,0,0.000320418449174706,0,0.00571693448702101,0.00187463949240531,0.000859697386519945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4204",0,0,0.000208570872382436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106741111749733,0,0.000214254441121948,0,0,0.000196932772074933,0,0,0,0,0.000352030039896738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_565",0.000283494925440835,6.29247420085578e-05,0.00379598987736033,0.00145783779636308,0.00363095748634817,0.0021078854076842,0.000549918166939444,0,0.0203170694166538,0.00956614709357943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492651284998768,0.000367569838269271,0.00270146904023326,0.000673510149101212,0,0.000418482140659232,0.000312659224605123,0,0,0,0.00199483689274818,0.000914240935137871,0.00277898393399913,0.000478667389986278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_474",0,0,0,0,0,0,0,0,0,0.00045017162793315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443386156498892,0,0.00778768316425863,0.00118444888290213,0,0,0.0130390476631618,0.00350681437793895,0,0.00168918918918919,0.00391423877694706,0.00212234502799863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1197",0,0,0,0,0,0,0,0,0,0,0,0,0.0204458514707822,0,0,0,0.00117164616285882,0,0.00253610584314298,0,0.00118641425775499,0.000193409568938423,0,0,0.000808115543328748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108990302657687,0.000232244879000418,0,0,0.000196859511788411,0,0,0,0,3.26514619692097e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110846539124723,0,0.000680024965300096,0,0.00218859429714857,0,0.000590578535365232,0,0,0,0.00041908338082945,0.000261211695753677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1154",0,0,0.00271142134097166,0.000358065423668125,0,0,0.000327332242225859,0,0.000461751577651224,0.00135051488379945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_912",0,0,0.000653522066798298,0.000511522033811606,0.000771935843554336,0,0.000327332242225859,0,0.00243189164229644,0,0,0,0,0,0,0,0,0,0.000370316339927957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229029487546522,0,0,0,0,0,0,0,0,0
"ASV_1472",0,0,0,0.000383641525358705,0,0,0,0,0,0,0,0,0,0,0,0,0.000318382109472504,0,0.00271565315947168,0.000944822373393802,0.000640836898349412,9.67047844692116e-05,0,0.00168236877523553,0.00263067400275103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46584819804893e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2437",0,0,0.00183542367696543,0.000460369830430446,0.000657574977842582,0.000351314234614033,0.000314238952536825,0,0.00113898722487302,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_690",0,0,0,0,0,0,0,0,0,0,0,0,0.00923361034164358,0,0,0,0.00205038078500293,0.000254879114477134,0.00374805022836174,0,0.000926615515180906,0,0.0023176761433869,0,0.00543328748280605,0.000481966423005864,0.00078003120124805,0,0.000307408545957578,0,0,0,0.000150539626661726,0,0,0,0.00130754014818788,0.000375491812645911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106641855138849,0,0,0,0.000412268099194203,0,0,0,0,0
"ASV_750",0.00136077564211601,0,0.00656303011763397,0.0031202844062508,0.00900591817480058,0.00408802018459966,0.000955810147299509,0,0.00301677697398799,0.000618985988408081,0,0.000210475675025558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000894279406422044,0,0,0,0,0,0,0,0.00149193683575284,0.000375491812645911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207544421788523,0,0.0309901738473167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1670",0,0,0.00180761422731444,0.000690554745645669,0.00240157817994682,0.00108588036153429,0.000484451718494272,0,0.000492535016161305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3063",0,0,0.000931616563308212,0.000230184915215223,0,0,0.000196399345335516,0,0.00138525473295367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_324",0,0,0.00283656386440112,0.00184147932172178,0.00257311947851445,0.000702628469228067,0.000785597381342062,0.00257731958762887,0.00486378328459289,0.00140678633729109,0,0.000420951350051116,0,0,0,0,0,0,0.00103239706889006,0,0.000398358071946932,0,0,0,0,0,0.00254536497249364,0,0.00124826500479744,0.000627061173301129,0.00212606303151576,0,0,0,0,0,0.0018272035404164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1257",0,2.51698968034231e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00948047023132347,0.00066246566488932,0.000191029265683503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3251",0,0,0.000222475597207931,0,0,0,0,0,0.00307834385100816,0.00275730122109054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_634",0,0,0,0,0,0,0,0,0,0,0,0,0.0146418678274634,0,0.00265453166477057,0,0.00134994014416342,0,0.00365827657019739,0.00170068027210884,0.00348996310857855,0.000821990667988299,0.00247218788627936,0.00331666987117862,0.00558803301237964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307758373890638,0,0,0,0,0,0,0,0,0
"ASV_1636",0.000226795940352668,0,0.00108456853638866,0.0033760454231566,0.000886296709266089,0.00111781801922647,0,0,0.000861936278282284,0.00348883011648191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000504768736218485,0,0,0.000486136721762162,0,0,0,8.08231024756116e-05,0,0,0,0.00118093329516175,0,0,0,0.00018739459054282,0,0,0,0,0
"ASV_874",0.000453591880705335,0,0.00318418198503852,0.00514079643980664,0.00223003688137919,0.00386445658075437,0.000536824877250409,0,0.00335539479759889,0.00461425918631478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2001",0,0,0.00143218665702606,0.00079285915240799,0.000743345627126397,0.000574877838459327,0,0,0.00283207634292751,0.0018006865117326,0,0,0.00765070571164754,0,0,0,0,0,0.000706967558044281,0,0,0,0,0,0.00146148555708391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1295",0,0,0.00241942211963625,0.000537098135502187,0.000914886925694027,0,0.000497545008183306,0,0.00286285978143759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111784925802756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86286859433152e-05,0,0,0,0,0,0,0,0,0
"ASV_1097",0,0,0.00503351038682944,0.00120207677945728,0.00291620207564971,0.000670690811535882,0,0,0.00160073880252424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1878",0,0.000289453813239366,0.00472760644066854,0.00117650067776669,0.0013437401721131,0.00102200504614992,0,0.0038659793814433,0.00110820378636294,0,0,0,0.00237435694499406,0,0,0,0.000203764550062403,0,0.000673302436232648,0,0,0,0,0,0.000550206327372765,0,0,0,1.86308209671259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_188",0.00385553098599535,0,0.0144331043688645,0.0107675388117343,0.0263887697629871,0.0315863434575708,0.00637643207855974,0.00902061855670103,0.0242265661074342,0.0253221540712397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286286859433152,0,0,0,0,0,0,0,0,0
"ASV_484",0,0,0.000987235462610195,0,0.0011150184406896,0.00319376576921849,0.00172831423895254,0.0122422680412371,0.00040018470063106,0,0,0,0,0,0,8.07884957182097e-05,0,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0.00219087708933363,0,0.00151430620865546,0,0.00337837837837838,0.000243068360881081,0,0,0,0,0,0,0,0,0,0.000464095856889714,0,0,0,0,0,0,0
"ASV_162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82058531367005e-05,0,0.000201990730869795,0,4.32997904290143e-05,9.67047844692116e-05,0,0,0,0,0.00192955086624518,0,0.000437824292727459,0,0,0,0,0,0,0,0.000284976698964026,0,0,0.000733956664645627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_747",0.000453591880705335,0,0.00203008982452237,0.00104862016931379,0.00188695428424393,0.00102200504614992,0.000353518821603928,0,0.00193935662613514,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242220215124394,0,0.000549609218530214,0,0,0,0.00056741859280189,0.000850136818894291,0,0,0.000704060079793476,0.000424469005599726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_705",0,0,0.00344837175672293,0.00335046932146602,0.00274466077708208,0.00182044648845454,0.00216039279869067,0,0.00381714637525012,0.00208204377919082,0.0169154228855721,0.00129292200372843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_476",0.00113397970176334,0,0.00458855919241358,0.00381083915189647,0.00463161506132601,0.00558909009613235,0.00489689034369885,0,0.00178543943358473,0.000562714534916437,0,0.000451019303626195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46584819804893e-05,0,0,0,0.000508159175493845,0,0.000253143194667117,0.000325193180234449,0.00053719782622275,0,0,0,0,0
"ASV_1941",0,0,0.00172418587836147,0.000869587457479731,0,0,0,0,0.00138525473295367,0,0,0,0,0,0,0,0,0,0.000123438779975986,0,0.000103919497029634,0,0,0.00120169198231109,0.000412654745529574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105070033218295,0,0,0,1.43143429716576e-05,0,0.000295333727111636,0,0,0,0,0,0,0
"ASV_90",0.0205250326019164,0.00101938082053864,0.0512389109819517,0.0584669684646666,0.0664150727621008,0.0650250710612884,0.0142193126022913,0,0.0249345851931661,0.0351133869787857,0,0.000571291117926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000717239051556831,0,0,0,0,0,0,0
"ASV_11",0,0.000138434432418827,0,0,0,0,0,0,0,0,0,0,0.0146418678274634,0,0,0.000193892389723703,0.000980616897175314,0.0030585493737256,0,0.00226757369614512,0.000554237317491383,0.000435171530111452,0,0.00245145164391463,0.00187414030261348,0.00104426058317937,0,0.00136525939928586,0.00506758330305825,0.00880208091411584,0.00118809404702351,0.000812347684809098,0.00242021399786929,0.00151430620865546,0.00191532660308846,0,0.00273242364300801,0.00643233800793431,0.011202778983934,0.00488240737786004,0.00209331835411834,0.000192044694037885,0.000957917685142366,0,0.00434440309189808,0.00105596620908131,0.00080162011644587,0.00074329869767874,0.111224935973515,0.128901796278369,0.00782900542882358,0.0118845500848896,0.0016597345418586,0.00115246266137388
"ASV_585",0,0,0,0.000434793728739865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448868290821766,0,0.00143755304224328,0,0,0,0.00120357634112792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023618665903235,0,0.000632857986667792,0,0.00123680429758261,0,0,0,0,0
"ASV_1026",0,0,0.00422703634695069,0.0019437837284841,0.00114360865711753,0.000511002523074958,0,0,0.00163152224103432,0.00196950087220753,0,0,0,0,0,0,0,0,0.000605972192609384,0,0,0,0,0,0,0,0,0.00435832808233564,0.000102469515319193,0,0.000812906453226613,0.000344632351131133,0.000162119597943397,0,0,0,0.000536426727461696,0.000163257309846048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_243",0,0.00016360432922225,0,0,0,0,0.00184615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937589464643573,0.000239352340725097,0,0,0.0334062090074333,0.00348499515972894,0,0,0,0
"ASV_2169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107728389797224,0,0,0,0,0,0.000447042640990371,0,0,0,0,0,0,0,0,0,0,0,5.0290005699534e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000897736581643531,0,0,0,0.0159147095179234,0.00312439915400884,0.00204607977991747,0,0,0,0.000763863659652163,0.00169538761670305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106641855138849,0.00077437521999296,0,0,0.00161159347866825,0.00208669463267721,0,0,0,0
