"","GH2_1_D","GH2_1_M","GH2_2_D","GH2_2_M","GH2_3_D","GH2_3_M","GH2_10_D","GH2_10_M","GH2_11_D","GH2_11_M","GH3_2_D","GH3_2_M","GH3_3_D","GH3_3_M","GH3_6_D","GH3_6_M","GH3_7_D","GH3_7_M","GH3_9_D","GH3_9_M","GH3_10_D","GH3_10_M","GH4_2_D","GH4_2_M","GH4_3_D","GH4_3_M","GH4_4_D","GH4_4_M","GH4_5_D","GH4_5_M","GH4_6_D","GH4_6_M","GH4_7_D","GH4_7_M","GH4_10_D","GH4_10_M","GH4_11_D","GH4_11_M","GH4_12_D","GH4_12_M","GH5_2_D","GH5_2_M","GH5_3_D","GH5_3_M","GH5_4_D","GH5_4_M","GH5_6_D","GH5_6_M","GH5_7_D","GH5_7_M","GH5_10_D","GH5_10_M"
"ASV_1709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275561168838624,0,0,0,0,0,0.000246401348053827,0,0,0,0,0,0.00014846412056735,0,0,0,0,0,7.26198833240541e-05,0,0.000260693444562536,0,0,0,0.000149026941733388,0.000345104790054486,0,0.00308430431802605,0,0,0,0,0.000347133257845625,0,0,0,0,0
"ASV_108",0,0,0,0,0,0,0.00807201900873465,0.00404494382022472,0,0,0,0,0.00269262634631317,0,0.00129743383661519,0.000664218176135032,0,0,0,0.000246106247582885,0,0,0.00168067226890756,0.000309579774121424,0,0,0,0,0.0119563100250214,0.00833531793284115,0.0372933487120338,0.0101120167371312,0,0,0.00587562917360178,0,0,0,0,0,0.0172542019931578,0.00753941055517478,0.00118477691653451,0.000779124827887296,0.000398253512644549,0,0.00224810109842881,0.00022103843858447,0.0499880071062977,0.0156314658337004,0.00219975591749409,0.00236701450750827
"ASV_4734",0,0,0,0,0,0,0,0,0,0,0.000109525186411867,0,0.00207125103562552,0.000613967766692249,0.000585567483782077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709008875006198,0,0,0,0,0,0,0,6.0980815435464e-05,0,0.000226002320290488,0
"ASV_557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115246098439376,0.000366909361921688,0.000771916490511365,0.0102843315184513,0.000344002230582885,0.000148373956324103,0.00114868475595443,0,0.00371651928745354,0,0.000106509162208613,3.77529447296889e-05,0.00136362724848096,0.00420972062763108,0.000223641378624854,0,5.84419379346619e-05,3.65405071822397e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137591010720633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180293501048218,0,0,0,0,0,0
"ASV_25",0,0,0,0,0,0,0.00090358421739567,0.00176966292134831,0,0,0,0,0,0,0.00585567483782077,0.00664218176135032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_303",0.00229885057471264,0,0,0,0,0,0.000287808306281584,0,0,0.000178475816526861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000486901170937938,0,0.000825605353398923,0,0,0,0,0.000697380464629735,0,0,0.00122325385525498,0,0.000323037546902567,0,0.000607796154520484,0.000962233355798978,0,0,0.000330549045678907,0,0,0,0,0,0.000264250200220344,0.000627394444221964,0.000602672854107969,0
"ASV_62",0.00459770114942529,0.00201276310246368,0,0,0.000119644893954742,0,0.0023693986145042,0,0.0108978024671187,0.00391273905462733,0.00674675148297102,0.00252709508640174,0,0,0,0,0,0,0,0,0.0164691481666945,0.0181570854033594,0,0,0,0,0,0,0,0,0,0,0.000121033138873424,0,0.000360960154009666,0,0,0,0.000108117585179125,0,0,0,0.000319406943015573,0,0,0,0,0,0,0,0.00177788491961851,0
"ASV_330",0,0,0.00321929596473633,0.00113507377979569,7.17869363728454e-05,0,0,0,0,0,0,0.000311437774732608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_89",0,0,0,0,0,0,0,0,0.000637202842904991,0.000658987630253024,0,0,0,0,0,0,0,0,0,0,0,0,0.0460504201680672,0.00629478874046896,0.0328836424957841,0.0287961282516636,0.0318799540847549,0.00465354681198322,0.0069120856619171,0.00175967823026647,0.0212738690247341,0.0048162838338491,0.00529641015710101,0.000251686298197926,0.0504742615356849,0.0493685419058553,0.0213701761797083,0.00126682097300613,0.0288936941148968,0.0422286461336083,0.00297486241261342,0,0,0,0,0,0,0,0,0,0,4.77220666836345e-05
"ASV_199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195189161260692,0,0,0,0,0,0,0,0.00134453781512605,0.00033251160924153,0,0,0.000126737663898957,0,0.00759130795239451,0.00142891164562991,0.0221068819684737,0.0020921413938892,0,0,0.00326201028067994,0,0.000173943294485998,0,0.000254222430015779,3.65405071822397e-05,0.0218652387327086,0,0,0,0.000490531765574384,0,0,0,0,0,0,0
"ASV_112",0,0,0,0,0,0,0,0,0,0,0,0,0.00476387738193869,0.00199539524174981,0.000298524599575177,0.000195358287098539,0,0,0,7.03160707379672e-05,0,0,0,0,0.00045127425599126,0.0126436781609195,0,0,0.000174799854166979,0,0,0,5.80959066592433e-05,0.000138427464008859,0.000828871464762936,0,0.000248490420694282,0,0.000511366956928292,0,0,0,0,0,0,0,0.000231422171897083,0,0,0,0,0
"ASV_314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884986690239676,0.0031092058955836,0.011598103293605,0.00296386697467637,0,0,0.00534087338988376,0,0.000298188504833139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373155749468971,0.000625146518715324,0,0,0,0,0,0,0.00513805522208884,0,0.00205448542859179,0,0.00068438338505437,0,0,0,0.000448545431244393,0,0.00102151969209169,0,0.00213233868757562,0,0.0130954451705887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_12",0.123754789272031,0.0403332761230126,0.0792070626400703,0.0139451921517756,0.520909939300157,0.567969803955337,0.0864763562129782,0.121011235955056,0.0279879094845192,0.0532269800518953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135117465022011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576230492196879,0.000561829960442584,0.00130632021471154,0.00102843315184513,0.000970448397854875,0,0.000364582552976842,9.2614643698235e-05,0,0.000523035348472301,0.000242066277746847,3.77529447296889e-05,0.00228608097539455,0,0.000869716472429988,0.000146031236081398,0.000768511483840804,0.00200972789502318,0,0,4.45684106533358e-05,0,0,0,0,0,0,0,0,0
"ASV_1483",0,0,0,0,0,0,0,0,0,0,0,0,0.00952775476387738,0.00997697620874904,0.000861128652620702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7016153406992e-05,0.000169986255397064,0,0,0,0,0,0,0
"ASV_2",0.0528735632183908,0.0414332745627311,0.0511001324864109,0.00729690287011513,0.0277735680500275,0.01659060248572,0.143790368461564,0.107275280898876,0.156245404787191,0.110696192973544,0.190714016595256,0.203057429125661,0.269573322286661,0.187413660782809,0.0899018313336012,0.0103149175588028,0.106865759039672,0.12717284573127,0.618686868686869,0.0230812502197377,0.185913791321903,0.112698131062219,0.0193037214885954,0.00448317376598062,0.113103579317388,0.0702359346642468,0.00538454017764999,0.000418144786004289,0.129097183724635,0.675597364451854,0.172177367679098,0.104323758880704,0.0116869598896178,0.00351731601731602,0.0252003663077118,0.0112259216736829,0.0285018512536342,0.0141942361471119,0.0456226988486938,0.00887122313257708,0.215875849075314,0.390335846470185,0.778443002573826,0.840407025556638,0.0223653344600994,0.0985324947589098,0.00554586704796224,0,0.232340972196814,0.421942786966214,0.610130930677555,0.766721812165945
"ASV_2542",0,0,0,0,0,0,0,0,0,0,0,0,0.00372825186412593,0.00168841135840368,0.000975945806303462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291405009252109,0,0,0,0,0,0,0
"ASV_744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123506638481818,0,0.000861816114512911,0,0,0,0,0,0,0,0.00213902313487209,0,0,0.000138729674277328,0.000663315995558413,0.00104343448287062,0,0,0,0,0,0,0,0,0.000126027018566626,0,0,0
"ASV_1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74327364061966e-05,0,0,0,0,0.000483968542044767,0.000644551547828984,0,0,0,0.00108932461873638,0,0,0,0.000608284703979251,0,0.000944263598638273,0.000142380455179363,0.000306820174156975,0.000430365973479712,0.00570181962417571,0,0.000252554327035569,0,0,0,0,0,0,0,0,0
"ASV_523",0,0,0,0,0,0,2.00796492754593e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475025532622378,0.00338777979431337,0.00050695065559583,0.000215816663744149,0.00228238666726598,0.00299012992511445,0.00557477893118031,0.00122041581310204,7.74612088789911e-05,8.80902043692741e-05,0.001758009638973,0,0.000496980841388564,0,0.000146104844836655,0.00077953081988778,0,0,0,0,0,0,0,0,0.00028864252639453,0,0,0
"ASV_534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278511404561825,0,0.00204260979027623,0,0.000738699526725352,0.000687915615684476,0.000279679766667166,0,0,0.000762759883188772,0,0,0.00181816966464128,0,0.00188852719727655,0,0.00108117585179125,0.00209498907844841,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2717",0,0,0,0,0,0,0,0,0,0,0,0,0.00383181441590721,0.00199539524174981,0.000918537229462082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273347310315544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446229361892012,0,0,0,0,0,0,0,0,0,0,0
"ASV_319",0,0,0,0,0,0,0.000147250761353368,0,0.000326770688669226,6.86445448180233e-05,6.57151118471204e-05,0,0,0,0.000298524599575177,0,0,0,0,0,0,0,0.00388955582232893,0.000447170784842057,0.00459587202812151,0.00181488203266788,0.00225593041740144,0.00110606040168877,0.000309645455952934,0.000211690614167394,0.00102524669998718,0.000392276511354226,0.000881121250998523,0,0.00583552248982293,0,0.00216186666004026,0.000116824988865118,0.00182338846356145,0.00229799189612752,0,0,0,0,0,0,0.000107446008380789,0,0,0,0,0
"ASV_961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0449340094704e-05,0.0042690833855434,0,0,0,0,0,0,0
"ASV_479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254501800720288,0.000435704867282004,0.00211386362016958,0.00223835450695705,0.00126013448676678,0.000377679161552261,0.000489439591667541,0.000105845307083697,0.00205049339997437,0.000217931395196792,0.00124422066761879,0,0.00223260539702275,0.00510269166985585,0.00171458390279055,0.000233649977730237,0.00225585880427795,0.00207062874032692,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_953",0,0,0,0,0,0,0.000522070881161942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368144787782343,0.00248033877797943,0.000380212991696872,0,0.000739153669048939,0,0.000192233756247597,0,0.000372782067730145,0,0.00046791131075327,0,0.00084486743036056,0.000102221865256978,0.00033019694933084,0.000673969354694643,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_5334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277653825177252,0,0.000107706992412228,0,0,0,0,0,0,0,0,0
"ASV_6262",0,0,0,0,0,0,0,0,0,0,0,0,0.00134631317315659,0,1.1481715368276e-05,0,0,0,0,0,1.5896861164763e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_632",0,0,0,0,0,0,0,0,0,0,0,0,0.00507456503728252,0,0.000941500660198634,0.00035164491677737,0,0.00350309174384969,0,0,0.00162147983880583,0,0,0,0,0,0.00156068380401288,0,0.000684216572025031,0,0,0,0,0,0.001758009638973,0,0,0.000211745292318027,0.000601951960727018,0.00258625589723185,0.0167088105508454,0,0.00132591021693674,0,0,0,0.000504169731632931,0,0.00117489704405661,0.00152176524768732,0.00293803016377635,0.000155892084499873
"ASV_1230",0,0,0,0,0,0,0.00010709146280245,0,0,0,0,0,0,0.0044512663085188,0.00164188529766347,0,0,0,0,0,0.000111278028153341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152275403065564,0,0.000301118509560513,0,0,0,0.000430931095743946,0.000600696808297625,0.000452004640580977,0
"ASV_801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451155754889732,0,0,0,0,0.00110444177671068,0.000298113856561371,0.00178134574733392,0.0014519056261343,0.00110080713786523,0.000418144786004289,0.000494433873215169,0,0.00237088299372036,0.00028331081375583,0.000261431579966595,0,0.0023529254483593,0.00535782625334864,0.000919414556568844,0,0.000990590847992519,0.00118959651159958,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323017362183217,0.00629159104658197,0.00160051564123826,0.00080931248904056,0.000214754106548003,0,0,0,0.00071167485657573,0,0.001758009638973,0,0.00218671570210968,0.000229999196828202,0.00129156682835603,0.00201378795137677,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_244",0,0,0,0,0,0,0.000334660821257655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662665066026411,0.00107779625064496,0.0045127425599126,0,0.00350520167583402,0.00130838852394891,0.0012136104160736,0,0.0066641035499167,0.00159089918493658,0.000537387136598001,0,0.00592910475197358,0.00854700854700855,0.0040503938573168,0.00031031637667297,0.00306235754777628,0.00494920869501669,0,0,0,0,0,0,0,0,0,0.000440510992751592,0,0
"ASV_2648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314169022934339,0,0.00367765822627538,0,6.42861317281281e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1775",0,0,0,0,0,0,0,0,0,0,0,0,0.000932062966031483,0,0.00017222573052414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133868808567604,0,0,0,0,0,0,0,0,0,0,0
"ASV_635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026890756302521,0.00058476179556269,0.00233950074816521,0,0.00139411430288853,0.000229305205228159,0.000359588271429214,0,0.000384467512495194,0.00117682953406268,0.000169446394422793,0,0.00348259704146363,0.00216864395968874,0.00164003677658226,0,0.00142890538250248,0.00194070693701229,0.00109078288462492,0,0,0,0,0,0,0,0,0,0,0
"ASV_5074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62107611139879e-06,0,4.99428154762797e-05,0,0,0,0,0,4.6791131075327e-05,0,0,0,0,0,0.00322276761366453,0,0,0,0,0,0,0,0,0,0,0
"ASV_660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144834164881211,0,0.000512623349993592,0,0,0,0.00035427570671319,0,0,0,0,0,0.00208240368882939,0,0.000304550806131128,0,0.00442935614063206,0,0,0,0,0,0,0
"ASV_856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40451021846371e-05,0,0.0034443168771527,0,0,0,0,0,0,0,6.716593343856e-05,0.000888785278218933,0,0,0.000198934594726023,0,0,0,0
"ASV_1671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201885851364511,0.00114942528735632,0.0002969282411347,0,0,0.000224921277552857,0.000448545431244393,0,0,0,0.000300800128341388,0,0,0,0.000239611945532114,0.000430365973479712,0,0,0,7.3882526782416e-05,0,0,0,0,0,0,0,0
"ASV_1121",0,0,0,0,0,0,0,0,0,0,0,1.77964442704348e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259982395477792,0.000154481646908688,0,0,0,0,9.35039170010448e-05,0.00591352635724107,0,0.000470857724611861
"ASV_5525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88004461165769e-05,0,0,0,0,0,0,0,0,0.00102053833397117,0,0,8.18187131085267e-05,0.000101501408839555,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1222",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613967766692249,0.000975945806303462,0.000234429944518246,0,0.0017250072981078,0,0,7.15358752414336e-05,0,0,0,0.000593781915777973,0,0.000474360970593241,0,0,0.000119075970469159,0,0,0,0,0.000374329048602616,0,0,0,0,0.000487206762429863,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117113160591421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47408100052598e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000581906277462414,0.0014519056261343,0,0,0,0,0,0.000130758837118075,0,3.77529447296889e-05,0.000187164524301308,0,0,0,4.67535503477295e-05,0.00055622772044076,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35289202612282e-05,0,0,0,0,0,0,0.00822481151473612,0,0,0,0,0.00270268036465522,0.000213670490631654,0.000687050520572894,0.000360418084978575,6.02672854107969e-05,8.90811911427844e-05
"ASV_8426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134171907756813,0,5.15756356697096e-05,0,0,0,0
"ASV_1917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158463385354142,0,0.00066503574567133,0.00381125226860254,0.000115874435564761,0,0,0,0,0,0,0,0.000267377891859012,0,0.000298188504833139,0,0.000154871135526854,0.00025984360662926,0,0,0,0,0,0,0,0,0,8.00929077730167e-05,0,0
"ASV_2266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81053805569939e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363087848571009,0,0
"ASV_1906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187274909963986,0.000160522845840738,3.56269149466784e-05,0.000181488203266788,1.44843044455951e-05,0.000620472908264429,0,0,0.00275535050621556,0.000871725580787168,0.000488973881048631,0,3.34222364823765e-05,0.0034443168771527,0.000720622220013418,0,5.84419379346619e-06,3.24804508286575e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1794",0,0,0,0,0,0,0.00212174960677354,0.000252808988764045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018700783400209,0.018354624697983,0,0
"ASV_2265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127385154321807,0,0,0,0,0,0,0,0,0,0.000148373956324103,0.000129851320238327,0,0,0,3.87306044394955e-05,0,0.000320853470230814,0,0,5.84124944325591e-05,0,0,0,0,0,0,2.91405009252109e-05,0,0,0,0,0,0,0
"ASV_1247",0,0,0,0,0,0,0,0,0,0,0,3.55928885408695e-05,0.00165700082850041,0.00414428242517268,0.000597049199150353,0.00113307806517152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28508555277828e-05,0,0,0,0.000198361861626071,0,0,0.000186883451470372,0.000376670533817481,0
"ASV_1654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132692869085215,0,0,0,0,0,0,0.000427522979360141,0,0.000123116587787559,0.000134885414840093,0,0,0,0,0,0,0.00058154691479335,0,0.000447282757249708,0,9.35071006954591e-05,0.000174582423204034,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_454",0,0,0,0,0,0,0.00019410327632944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163339382940109,0.000340381154471486,0.000161862497808112,0.000349599708333958,0.000436611891720251,0,0.000370483371834547,0,0,0.000995982647174818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2742",0,0,0,0,0,0,0,0,0,0,0,0,0.00269262634631317,0.00276285495011512,0.000470750330099317,0.000703289833554739,0,0,0,0,0.000214607625724301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1494",0,0,0,0,0,0,0,0,0,0,0,0,0.000932062966031483,0,0.000264079453470348,0,0.00204948031034988,0.00368886176056899,0,0,0.000937914808721018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200232269432542,0,0
"ASV_3326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195189161260692,0,0,0.0013534672646692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000629408830724651,0,0.000601098634492198,9.44197903880653e-05,0.000364582552976842,3.96919901563864e-05,0.00134563629373318,0.000152551976637754,0.000396988695504829,0,0.00112298714580785,0,0.00129215018761027,0,0.000201624685874584,0.00127891775137839,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528211284513806,0.000642091383362954,0.00369332351613899,0.00362976406533575,0.0011949551167616,0.000755358323104523,0.000579336659524844,0.000291074594480167,0.00275535050621556,0,0.000643896298806613,0,0.00266041002399717,0,0.00221156474417911,0,0.000894161650400327,0.00108403504640644,0,0,0,0,0,0,0,0,4.47192646526736e-05,0,0,0
"ASV_5476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18537229462082e-05,0,0,0.000106154295268172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027269572115623,0,0,0,0,0,0,0,0,0,0,0
"ASV_420",0.00191570881226054,0,0,0,2.39289787909485e-05,0,0.000515377664736789,0,0.000196062413201536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960384153661465,0,0.00102130489513811,0.00199637023593466,0.00100665915896886,0.000741869781620513,0,0,0.000897090862488786,0,0.00030016218440609,0,0.00219918316054037,0,0.000720622220013418,7.66663989427339e-05,0.00106656536730758,0.00110433532817436,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_411",0,0,0,0,0,0,0.000394899769084033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201680672268908,0.000206386516080949,0.00212573925848514,0,0.00184674881681338,0.000472098951940327,0.000739153669048939,0,0.00217864923747277,0.00119862267358236,0.000343734114400523,0,0.00397056169410632,0,0.00084486743036056,0,0.0019957921804687,0.00174988428839392,0.00233030888988051,0,0,0,0,0,0,0,0,0,0,0
"ASV_3248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223835450695705,0,0,0,0,0,0,0,0,0,0.000637836458731981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_135",0.0114942528735632,0.000413474590816183,9.90552604534254e-05,0,9.57159151637939e-05,0,0.00219537498745022,0,0.000343109223102688,0.000178475816526861,0,0,0,0,0,0,0,0,0,0,0,0,0.00321728691476591,0.00025225018632116,0.00271952117426312,0,0.00164396855457505,0.000431633327488299,0.000364582552976842,0,0,0.000806346162228131,0.000469608578828883,0,0.00287431233748438,0.00586809542033423,0.00119275401933255,0,0.00177955701011046,0.00223709105082379,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_5063",0,0,0,0,0,0,0.000147250761353368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816326530612245,0.00012612509316058,7.12538298933568e-05,0.00102843315184513,1.44843044455951e-05,0,0,0,0,0.000152551976637754,0,0,0,0,0,0,0,1.21801690607466e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_620",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583269378357636,0,0,0,0.0161354528807622,0,0,0,0,0,0,0,0.00598911070780399,0.000764047059505144,0,0.00063926803809638,0,0.000897090862488786,0,0,6.92137320044297e-05,0.0011363560404008,0.0034443168771527,0.000919414556568844,0.000281110129456691,0.000923382619367658,0.000734870199998376,0.00361941593534632,0,0,0,0,0,0,0,0,0.00178874160693071,0.000467071461933676,0
"ASV_2535",0,0,0,0,0,0,0,0,0,0,0,0,0.00134631317315659,0,0.000551122337677249,0,0,0.000238847164353388,0,0,0.000143071750482867,0,0,0,0,0,0,0.000148373956324103,0,0,0,0,0,0,0.000267377891859012,0,0,0,7.30524224183274e-05,0.000113681577900301,0,0,0,0,0,0,0,0,0,0,0.000120534570821594,0
"ASV_1286",0,0,0,0,0,0,0,0,0,0,0,0,0.00124275062137531,0,0.000241116022733796,0,0,0,0,0,0.000166917042230012,0,0.00211284513805522,0,0.00105693181008479,0,0.000242612099463719,0.000107908331872075,0.000139839883333583,0,0,0,0.000169446394422793,0,0,0,0,0,0.000271755011396178,0.000600888340330164,0,0,0,0,0.000194270006168073,0,0,0,0,0,0,0
