"","GH2_1_D","GH2_1_M","GH2_2_D","GH2_2_M","GH2_3_D","GH2_3_M","GH2_10_D","GH2_10_M","GH2_11_D","GH2_11_M","GH3_2_D","GH3_2_M","GH3_3_D","GH3_3_M","GH3_6_D","GH3_6_M","GH3_7_D","GH3_7_M","GH3_9_D","GH3_9_M","GH3_10_D","GH3_10_M","GH4_2_D","GH4_2_M","GH4_3_D","GH4_3_M","GH4_4_D","GH4_4_M","GH4_5_D","GH4_5_M","GH4_6_D","GH4_6_M","GH4_7_D","GH4_7_M","GH4_10_D","GH4_10_M","GH4_11_D","GH4_11_M","GH4_12_D","GH4_12_M","GH5_2_D","GH5_2_M","GH5_3_D","GH5_3_M","GH5_4_D","GH5_4_M","GH5_6_D","GH5_6_M","GH5_7_D","GH5_7_M","GH5_10_D","GH5_10_M"
"ASV_921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190010213048951,0,0.000401939448365265,0,0,0,0,0,0,0,0.000882347043134738,0,0.000894565514499416,0,0.000771433580737537,0.000730810143644794,0,0,0,0,0.000281691508943705,0,0,0,0,0,0,0
"ASV_1226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133007149134266,0,0.000438150209479253,0,0,0,0,0.000719173604149414,0,0,0.000862293701245313,0,0,0,0.000450002922096897,0.000381645297236726,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3660",0,0,0,0,0,0,0,0,0,0,0,0,0.000517812758906379,0.00291634689178818,0.00022963430736552,0,0,0,0,0,4.76905834942891e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224449564164074,0,0.000362107611139879,0,0.000414525368453121,0,0,0,0,0,0,0,0,2.19046854122097e-05,0.000225001461048448,0.00178642479557616,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482232045467593,0,0,0,0,0,3.97421529119075e-05,0,0,0,0,0.00393224440411373,0.00026795963224351,0,0,0,0.000576701268742791,0,0,0,0,0,0,0,9.0585003798726e-05,0.000243603381214931,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000864345738295318,0,0.000546279362515735,0.00169388989715668,0.00053591926448702,0,0,0,0.000833012943739587,0,0.000179129045532667,0,0.00102272043636072,0.00497512437810945,0.000621226051735706,0,0.000701303255215943,0.000978473581213307,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3150",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153491941673062,0.000321488030311729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_757",0,0,0,0,0,0,0,0,0,0,0.00330766062963839,0.00178854264917869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2540",0,0,0,0,0,0,0,0,0,0,6.57151118471204e-05,0,0.00362468931234466,0.00230237912509593,0.000344451461048281,0,0,0,0,0,0,0,0,0,0,0,0.000123116587787559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1933",0,0,0,0,0,0,0,0,0,0,0,0,0.00238193869096935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162615507827904,0.000200232269432542,0.000497205104639074,0
"ASV_413",0,0,0,0,0,0,0.000100398246377297,0,0,0,0,0,0.00279618889809445,0.00153491941673062,0.0013892875595614,0,0,0.0017250072981078,0,0,0.000286143500965734,0,0.00158463385354142,0,0.00065316010735577,0.00133091349062311,0.000858195038401512,0.000215816663744149,0.00026969120357191,0,0,0,0.000343734114400523,0,0.00147726285252104,0,0.00109335785105484,0,0.000879551165916662,0.00215588992375214,0.00312360553324409,0,5.19964790955584e-05,0,0.00016027275508866,0,0,0,0.000146353957045114,0,0.000662940139518766,0
"ASV_2456",0,0,0,0,0,0,0,0,0,0,0,0,0.00196768848384424,0,0.000516677191572421,0,0,0,0,0,0.000111278028153341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242947097030096,0,2.59982395477792e-05,0,0,0,0.000181831706490565,0,0.000113830855479533,0.000146836997583864,0.000180801856232391,0
"ASV_1572",0,0,0,0,0,0,0,0,0,0,0,0,0.00196768848384424,0.00184190330007675,0.000218152591997244,0,0,0,0,0,0.000286143500965734,0,0,0,0,0,0.000181053805569939,0,0,0,0,0,0,0,0.000254008997266061,0,0,0,0.000113961778972591,0,0.00327234865387476,0,0,0,0,0,0,0,0,0,0,0
"ASV_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422569027611044,0.000722352806283323,0.0047740066028549,0,0.00140859860733413,0.00111954894317277,0.00118863900833546,0,0.00256311674996796,0.00143834720829883,0.000561593764372685,0,0.00291441902126323,0,0.00151579156623512,0,0.00202793524633277,0.00184326558452631,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254083484573503,1.81053805569939e-05,0,0,0,0,0.000348690232314867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461215932914046,0,0,0,0,0,0
"ASV_930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242612099463719,0,0.000599313785715356,0,0.00198641548122517,0.000893518720306847,4.84132555493694e-05,0,0.00080881812287351,0,0.000372735631041423,1.46031236081398e-05,0.000213313073461516,0.00016646231049687,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1392",0,0,0,0,0,0,2.67728657006124e-05,0,0,0,3.94290671082722e-05,0,0,0,2.2963430736552e-05,0,0,0.000185770016719302,0,3.51580353689836e-05,0,0,0,0,0,0,0,0,3.99542523810237e-05,2.64613267709243e-05,0,0,0,0,0,0,0,0,0,0,9.91620804204472e-05,0,4.82824448744471e-05,0,0,0,0,0,0.00124400863488347,0.000186883451470372,3.01336427053984e-05,0.000101807075591754
"ASV_1561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000528211284513806,0,0.000724413937249127,0.000786448880822746,0.000195538110015534,0,2.49714077381398e-05,0,0,0,0,0,0.00046791131075327,0.00318918229365991,0,0,0.000280521302086377,0.000596828283976582,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103992958191117,0,0,0,0,0,0.00021953093556767,0,0.00120534570821594,7.31738355815729e-05
"ASV_2326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114659175600527,0,0,0,0,0,0,0,0,0,0,0.000140373393225981,0,0,6.5714056236629e-05,0.000131494360352989,0.000194882704971945,0,0,0,0,0,0,0.000661206205420238,0,0.000170746283219299,0.00154846288361166,0,0
"ASV_669",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306983883346124,0,0,0,0,0,0,0,0,0.0014405762304922,0.000194920598520897,0.00165071372586277,0,0.000735078450613953,0,0.000284674048214794,0,0.000897090862488786,0.000566621627511659,0.000242066277746847,0,0.00114304048769727,0,0.00106850880898541,0,0.000686692770732278,0.00131951831491421,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285980635025571,0,0,0.0134171907756813,0,0,0.000162615507827904,0.00359083203182358,0.000286269605701285,0.00139030287604989
"ASV_3963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016857553671476,0,0,0.00010074890015784,0,0,0,0,8.53731416096496e-05,0.000120139361659525,0.00058760603275527,0
"ASV_1427",0,0,0,0,0,0,0,0,0,0,5.6953096934171e-05,0,0,0,0.000298524599575177,0,0,0.00159231442902258,0,0,0.000309988792712879,0,0,0,0,0,0.000170190577235743,0,0.000169805572619351,0,0,0,8.7143859988865e-05,0,0.000247324549969586,0,0,0,0.000140260651043189,0.000162402254143288,0.00123952600525559,0,5.9424547537781e-05,0,0,0,0,0,0.000150419344740811,0.000400464538865083,0,0
"ASV_2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757575757575758,0.000175790176844918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561023502006269,0.000507255082562439,0,0
"ASV_1773",0,0,0,0,0,0,0,0,0,0,3.50480596517975e-05,0,0.00403893951946976,0,0.000528158906940697,0.000468859889036493,0,0.00156577585520554,0,0,0.000302040362130497,0,0,0,0,0,3.25896850025891e-05,0,0,0,0,0,0,0,6.01600256682776e-05,0,0,0,2.04546782771317e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31294682089162e-05,0,4.34529133367854e-05,0,0,0,0,0,2.42066277746847e-05,0,0.000106951156743605,0,0,0,4.96756472444626e-05,6.09008453037328e-05,0.00128910704546581,0,0,0,0,0,0,0,0,0,0,0
"ASV_466",0,0,0,0,0,0,0,0,0,0,0,0,0.00424606462303231,0,0,0.000781433148394155,0,0.00299885884132587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195780492081117,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_5098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193366056819872,0,0,0,0,0,0,0,6.0980815435464e-05,0.000293673995167728,0,0
"ASV_1929",0,0,0,0,0,0,0,0,0,0,0,0,0.00134631317315659,0.00245587106676899,0.00022963430736552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160144057623049,0.0281832253626096,0.138018668503432,0.132546884452511,0.23257085540681,0.0705046063369168,0.246108206104011,0.0113783705114974,0.00153787004998078,0,0.108256880733945,0.17229185543139,0.178548271736152,0.208700089297104,0.208980443803891,0.0124710675613514,0.0429314476068026,0.124233664363261,0,0,0,0,0,0,0,0,0,0.00204236914821193,0,0.00110715194706032
"ASV_81",0,0,0,0,0,0,0.00154613299421037,0,0,0,0.000201526342997836,0,0.00383181441590721,0,0.00089557379872553,0,0,0.00732464637350389,0,0.00019336919452941,0.00068356503008481,0.00035486160397445,0,0,0,0,0,0,0.00256206643393315,0.0013627583287026,0,0,0,0,0,0,0,0,0,0,0.0664881749219099,0.019876627827279,0.00110678219789117,0.00107465493501696,0.00176785705612946,0,0.00253737881330016,0,0.0427231592940861,0.016779464178447,0.0315800575552576,0.00866314583863578
"ASV_155",0,0.000390070368694512,0.000458130579597093,0,2.39289787909485e-05,0,0.000756333456042301,0.000674157303370786,0.00181357732211421,0.000604071994398605,0,0,0,0,0,0,0,0,0,0,0.00042126682086622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160744015155864,0,0,0.000265385738170431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118994496504537,0,0,0,0,0,0,0,0,0,0,0
"ASV_1232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971788388120383,0,0,0,0.00135503329302231,0,0,0,0,0,0,0
"ASV_1304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528117618959157,0,0,0,0,0,0,0,0,0.000155706272790148,0,9.48913494049313e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185770016719302,0,0,0,0,0,0,0,0.00127041742286751,0.000130358740010356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_474",0,0,0,0,0,0,0,0,0,0,0,0,0.00144987572493786,0.00214888718342287,0.000137780584419312,0,0,0,0,0,8.74327364061966e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50051065244757e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297486241261342,0,0,0,0,0,0,0,3.25231015655808e-05,2.66976359243389e-05,0,0
"ASV_340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477952744107996,0.00328120451959461,0.0193515314622581,0.00706097720437606,0,0,0.00233955655376635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018700783400209,0.000840975531616675,0,0.00084308984474421
"ASV_809",0,0,0,0,0,0,0,0,0,0,3.06670521953228e-05,0,0.00176056338028169,0,0.000975945806303462,0,0,0.00246808736498501,0,0,0.00031793722329526,8.87154009936125e-05,0,0,0.000154383298102273,0,0.000456255590036247,0.000121396873356084,0.000124857038690699,0,0.000448545431244393,0.00028331081375583,3.87306044394955e-05,0,0.000594915809386301,0,0,0,0.000479223891064228,0.000548107607733595,0,0,0,0.00020149780031568,0,0,0,0,0.00021953093556767,9.34417257351862e-05,0.00019586867758509,1.59073555612115e-05
"ASV_1154",0,0,0,0,0,0,0.000240955791305512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120048019207683,0.000229318351201055,0.00448899128328148,0,0.00176708514236261,0,0.000299656892857678,0,0.00237088299372036,0,0.000905327878773208,0,0.00431146850622656,0,0.00129215018761027,0,0.00258021155981532,0.00263497657347484,0,0,0,0,0,0,0,0,0,0,0,1.59073555612115e-05
"ASV_777",0,0,0,0,0,0,0,0,0,0,0.000328575559235602,0,0.00983844241922121,0.00644666155026861,0.00367414891784833,0,0,0.00286616597224065,0,0,0.000413318390283838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_786",0,0,0,0,0,0,0,0,0,0,0.00128363518474708,0.0014860030965813,0,0,0,0,0,0,0,0,0.000174865472812393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247905201051118,0,0,0,0,0,0,0,0,0,0,0
"ASV_423",0,0,0.00342978839319986,0,0,0.000416200235368409,0.00309895920484589,0.00410112359550562,0.00269585818152112,0.00317137797059268,0,0,0,0,0,0,0,0,0,0,0.00026229820921859,0,0,0,0.000368144787782343,0,0.000166569501124344,0.000256282288196177,0,0,0,0,0,0,0,0,0,0,8.18187131085267e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232039268183847,0,0,0,0.00339972510794127,0,0,0,0,0,0,0
"ASV_630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000864345738295318,6.87955053603165e-05,0.00108068308671591,0,0.00092337440840669,0.000242793746712168,0.000199771261905119,0.000264613267709243,0.00102524669998718,0.000305103953275509,0.000116191813318487,0,0.00153073843089284,0.0034443168771527,0.000670924135874562,0,0.00104026649523698,0.0011165154972351,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_555",0,0,0,0,0,0,0,0,0,0,0,0,0.00165700082850041,0,0.000642976060623457,0,0,0.00214962447918049,0,0,0.000691513460667191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219243043093438,0,0,0,0,0.000548812767424805,0,0,0,0,0,0.000286269605701285,0
"ASV_959",0,0,0,0,0,0,0,0,0,0,0,0,0.00124275062137531,0.00260936300844206,0.000688902922096561,0,0,0.00196385446246119,0,0,0.000397421529119075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03720075779321e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327234865387476,0,0,0,0,0,0,0,0,0,0,0
"ASV_813",0,0,0,0,0,0,0,0,6.53541377338453e-05,0,0,0,0,0,0.000126298869051036,0,0,7.96157214511292e-05,0,0,0,0,0.000528211284513806,0.000103193258040475,0.00065316010735577,0.00193587416817907,0.000271580708354909,0,6.49256601191636e-05,0,0.000448545431244393,0.000326897092795188,8.7143859988865e-05,0,0.000193848971597783,0.000765403750478377,0.000447282757249708,2.19046854122097e-05,0,0.000669909298341061,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1962",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230237912509593,0.000528158906940697,0,0,0,0,0,0.00101739911454483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2008",0,0,0,0,0,0,0,0,0,0,9.63821640424432e-05,0,0.00165700082850041,0.00399079048349962,0.000505195476204145,0.000820504805813863,0,0.00034500145962156,0,0,0.000166917042230012,0,0,0.000160522845840738,3.56269149466784e-05,0,2.53475327797915e-05,0,0,3.96919901563864e-05,0.000256311674996796,0,4.84132555493694e-06,0,1.33688945929506e-05,0,0,0,2.9220968967331e-06,2.03002817679109e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2324",0,0,0,0,0,0,0,0,0,0,0,0,0.00186412593206297,0,0,0,0,0.000663464345426077,0,0,0.000198710764559538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222842053266679,0,0,0,0,0,8.53731416096496e-05,0,0,0
"ASV_1610",0,0,0,0,0,0,0,0,0,0,0,0,0.00238193869096935,0,0.000700384637464837,0,0,0.00122077439558398,0,0,0.000389473098536694,0,0,0,0,0,7.96636744507733e-05,0,0,0,0,0,0.00011135048776355,0,0,0.00165837479270315,0,0,0,0.000203002817679109,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161395891519195,0.000106790543697356,0,0
"ASV_2990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81053805569939e-05,0,0,0,0,0,0,0,0.000153742287818932,0,0,0,9.0585003798726e-05,0,0.0016857553671476,0,0,0,0.000262264508326898,0,0.000123976163516295,0,4.47192646526736e-05,0,0,0
"ASV_1791",0,0,0,0,0,0,0.00218198855459991,0.000168539325842697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_714",0,0,0,0,0,0,0,0,0,0,0.000162097275889564,0,0.000724937862468931,0.00168841135840368,0.00180262931281934,0,0,0.000318462885804517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173795629708358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313155171041108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219128019045567,0,0,0,0,0,0,0.000293673995167728,0,0
"ASV_5138",0,0,0,0,0,0,0,0,0,0,0,0,0.00134631317315659,0,0,0,0,0,0,0,7.94843058238151e-06,0,0,0,0,0,5.43161416709818e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.68407889501506e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_324",0,0,0,0,0,0,0,0,0,0.000123560180672442,0,6.22875549465217e-05,0,0.00706062931696086,0.000849646937252426,0.000390716574197077,0,0.000132692869085215,0,0,0.000270246639800971,0,0.00177671068427371,0.000114659175600527,0.00198323159869843,0.00405323653962492,0.0011913340406502,0.000229305205228159,0.000724170824406055,0.000132306633854621,0.000704857106241189,0,0.000329210137735712,1.88764723648445e-05,0.00254008997266061,0.0034443168771527,0.000969112640707701,0,0.00104026649523698,0.00188792620441572,0,0,0.000100278923970005,0,0,0,9.09158532452827e-05,0,0.000585415828180454,0.000747533805881489,0.000105467749468895,0
"ASV_97",0,0.00319077561592111,0.0322672510927033,0,0.00212967911239441,0,0.0191961447073391,0.016938202247191,0.00158483784004575,0.00127678853361523,0.000595817014080558,0.000480503995301739,0,0,0.0027785751191228,0,0,0,0.0202020202020202,0.00186337587455613,0.00193941706210109,0.00277974923113319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165735034879691,0.00192160855179435
"ASV_1257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252583237657865,0,0,0,0,0,0,3.34263079900018e-05,0,0,0,0,0.000191566646773207,0,0,0,0
"ASV_874",0.00114942528735632,0,0,0,0,0,0.000348047254107962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168067226890756,0.000343977526801582,0.000961926703560316,0,0.000825605353398923,0.000593495825296411,9.48913494049313e-05,0,0,0,0.000430877974389388,0,0.00135025835388801,0,0.000646075093805134,0.000182539045101747,0.000885395359710128,0.000499386931490609,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613967766692249,0,0,0,7.96157214511292e-05,0,0,0,0,0,0,0,0,6.15582938937794e-05,0,0.000149828446428839,0.000317535921251092,0.00140971421248238,0.000719173604149414,0,0,0.000414435732381468,0,0,0,0,0.000138041916021794,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1363",0,0,0,0,0,0,0,0,0,0,0,1.77964442704348e-05,0.00310687655343828,0.00337682271680737,0.000665939491360009,0.000468859889036493,0,0.000610387197791991,0,0,0.000111278028153341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09008453037328e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_484",0,0,0,0,0,0,2.67728657006124e-05,0,0,0,0,0,0,0.000767459708365311,0,0.000195358287098539,0,0,0,0,0,0,0.000240096038415366,5.73295878002637e-05,0.00115193691660927,0,0.000344002230582885,0,0,0,0,0,0,0,0.000334222364823765,0,0.000124245210347141,0,2.33767751738648e-05,6.09008453037328e-05,0,0,0,0,0,0.00754716981132075,0,0,0,0,0,0
"ASV_162",0,0,0,0,0,0,0.0047387972290084,0.00775280898876404,0,0,0.000258479439932007,0.000293641330462174,0,0,0,0,0,0,0,0,0.000182813903394775,0,0,0,0,0,0,0,0,0.000635071842502183,0,0,0,0,0,0,0,0,0,0,0,0,0.000620243714925589,0,0,0,0,0,8.1307753913952e-05,0.000186883451470372,0,6.99923644693306e-05
"ASV_1224",0,0,0,0,0,0,0,0,0,0,0,0,0.00134631317315659,0,0.000585567483782077,0,0,0.000424617181072689,0,0,0,0,0,0,0.000617533192409092,0,0.0005974775583808,0,0,0,0,0,0,0,0.000815502570169986,0,0,0,0.000262988720705979,0.000564347833147924,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000583848623974948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193366056819872,0,8.17087528644489e-05,0,0,0,0,0,5.69154277397664e-05,0.000120139361659525,0.00019586867758509,0
"ASV_1174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246611872281791,0,0,0,0,0,8.94385293053472e-05,0,7.53341067634961e-05,0
"ASV_2269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466061777976102,0,0.000133705231960007,0,0,0,6.61206205420238e-05,0,0.000398407994178365,0.000293673995167728,0.000271202784348586,0
"ASV_2431",0,3.1205629495561e-05,0,0.000972920382682017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127567291746396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_608",0,0,0,0,0,0,0.00415648740002008,0.00325842696629213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000978879183335081,0.000224921277552857,0.00249903883121876,0.000784553022708451,0,0,0.0018114852173448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677070828331333,0.00102046666284469,0.00229199819490298,0.0058076225045372,0.00139049322677713,0.000620472908264429,0.000474456747024657,0.000119075970469159,0.00249903883121876,0.000893518720306847,0.000576117741037496,0,0.00251335218347471,0.00318918229365991,0.00154064060830455,0.000146031236081398,0.00116883875869324,0.00350382863314143,0,0,7.79947186433376e-05,0,0,0,0.000123976163516295,0,0,0,0,0
"ASV_568",0,0,0.00101531641964761,0,0.00015155019900934,0,0,0,0,0,0.00129239719966003,0.00238472353223826,0,0,0,0,0,0,0,0,0.00608849782610424,0.000443577004968062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1536",0,0,0,0,0,0,0,0,0,0,0,0,0.00113918806959403,0.0044512663085188,0.000780756645042769,0.000898648120653278,0.00161030595813205,0,0,0,0.00010332959757096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184092104494185,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000991620804204472,0,8.91368213066715e-05,0,0,0.00545073375262055,0,0,0,0,0,0
